order_id,customer_id,sku_id,data_pedido,canal,categoria,produto,quantidade,preco_unitario,receita_bruta,desconto_reais,receita_liquida,custo_produto,custo_frete,metodo_pagamento,status_pagamento,margem_contribuicao,tempo_entrega_real,devolvido,motivo_devolucao
ORD-056899,CLI-11830,SKU-03583,2023-03-14 06:42:37,Orgânico,Moda,Legging Oversize Dourado,4,256.17,1024.68,0.0,1024.68,375.18,0.0,Cartão de Crédito,Aprovado,649.5,12,False,Não se aplica
ORD-064236,CLI-01729,SKU-00617,2023-03-14 06:53:04,Instagram Ads,Beleza,Máscara de Cílios Moderno Azul,3,292.04,876.12,171.75,704.37,325.45,0.0,PIX,Aprovado,378.92,9,True,Atraso na entrega
ORD-024641,CLI-02474,SKU-04555,2023-03-14 06:59:41,Marketplace,Beleza,Base Líquida Premium Branco,6,101.25,607.5,100.27,507.23,263.2,10.18,Boleto,Aprovado,233.85,7,False,Não se aplica
ORD-011067,CLI-11830,SKU-04427,2023-03-14 07:00:22,Orgânico,Lifestyle,Almofada Slim Rosa,5,151.43,757.15,170.36,586.79,349.65,0.0,Boleto,Aprovado,237.14,2,False,Não se aplica
ORD-007705,CLI-13348,SKU-00944,2023-03-14 07:07:07,Google Ads,Beleza,Kit Skincare Delicado Nude,5,232.42,1162.1,0.0,1162.1,493.28,0.0,Cartão de Crédito,Aprovado,668.82,3,False,Não se aplica
ORD-069240,CLI-11830,SKU-02302,2023-03-14 07:11:18,Marketplace,Beleza,Blush Urban Dourado,1,291.2,291.2,0.0,291.2,105.63,40.46,Vale-Troca,Aprovado,145.11,10,False,Não se aplica
ORD-079768,CLI-11830,SKU-04024,2023-03-14 07:29:22,Google Ads,Beleza,Base Líquida Edição Limitada Bege,4,313.21,1252.84,0.0,1252.84,554.38,0.0,Cartão de Crédito,Aguardando,698.46,3,False,Não se aplica
ORD-039123,CLI-09459,SKU-00840,2023-03-14 07:47:12,Orgânico,Beleza,Perfume Premium Verde,4,180.29,721.16,0.0,721.16,345.18,0.0,Cartão de Crédito,Aprovado,375.98,13,False,Não se aplica
ORD-070223,CLI-11830,SKU-00577,2023-03-14 08:00:10,Orgânico,Moda,Top Exclusivo Rosa,5,580.95,2904.75,0.0,2904.75,1073.66,0.0,PIX,Aprovado,1831.09,5,False,Não se aplica
ORD-014947,CLI-10636,SKU-02370,2023-03-14 08:07:30,TikTok Ads,Lifestyle,Garrafa Térmica Moderno Vermelho,3,121.66,364.98,86.94,278.04,129.64,0.0,Cartão de Crédito,Aprovado,148.4,7,False,Não se aplica
ORD-026875,CLI-01729,SKU-01975,2023-03-14 08:20:48,Orgânico,Lifestyle,Porta-Retrato Sustentável Preto,6,149.64,897.84,0.0,897.84,401.02,0.0,Boleto,Aprovado,496.82,11,False,Não se aplica
ORD-059524,CLI-03277,SKU-00704,2023-03-14 08:25:29,Instagram Ads,Moda,Camisa Social Slim Bege,5,158.08,790.4,61.21,729.19,244.9,0.0,PIX,Aprovado,484.29,7,False,Não se aplica
ORD-017928,CLI-11830,SKU-02414,2023-03-14 08:56:35,Orgânico,Moda,Vestido Edição Limitada Verde,5,187.96,939.8,0.0,939.8,468.52,0.0,Cartão de Crédito,Aprovado,471.28,14,False,Não se aplica
ORD-054210,CLI-14211,SKU-03047,2023-03-14 09:17:09,Google Ads,Acessórios,Óculos de Sol Sport Bege,1,102.47,102.47,29.11,73.36,42.71,42.07,Cartão de Crédito,Aprovado,-11.42,8,False,Não se aplica
ORD-021751,CLI-09483,SKU-02026,2023-03-14 09:56:00,Orgânico,Acessórios,Pulseira Premium Vermelho,5,286.15,1430.75,0.0,1430.75,593.28,0.0,PIX,Aguardando,837.47,3,False,Não se aplica
ORD-037908,CLI-01729,SKU-00317,2023-03-14 10:37:29,Instagram Ads,Beleza,Kit Skincare Artesanal Prata,4,520.13,2080.52,0.0,2080.52,915.85,0.0,Boleto,Aprovado,1164.67,10,False,Não se aplica
ORD-052240,CLI-11830,SKU-02897,2023-03-14 10:40:30,Email Marketing,Acessórios,Colar Exclusivo Nude,6,286.25,1717.5,261.29,1456.21,583.44,0.0,Boleto,Cancelado,872.77,12,False,Não se aplica
ORD-021177,CLI-14211,SKU-02391,2023-03-14 10:55:46,Orgânico,Moda,Shorts Urban Verde,5,98.35,491.75,0.0,491.75,213.76,0.0,PIX,Aprovado,277.99,12,True,Tamanho errado
ORD-031419,CLI-03910,SKU-04370,2023-03-14 11:00:45,Instagram Ads,Moda,Saia Oversize Nude,5,229.84,1149.2,456.8,692.4,393.92,0.0,PIX,Cancelado,298.48,12,False,Não se aplica
ORD-070235,CLI-11830,SKU-01308,2023-03-14 11:10:36,Google Ads,Beleza,Sérum Facial Exclusivo Dourado,5,85.43,427.15,0.0,427.15,145.43,0.0,Cartão de Crédito,Aprovado,281.72,2,False,Não se aplica
ORD-061523,CLI-11830,SKU-00513,2023-03-14 11:21:22,Marketplace,Acessórios,Brinco Urban Bege,4,263.31,1053.24,115.04,938.2,425.27,45.45,Vale-Troca,Aprovado,467.48,9,False,Não se aplica
ORD-006922,CLI-13093,SKU-02691,2023-03-14 11:44:14,Google Ads,Moda,Camiseta Clássico Vermelho,4,313.83,1255.32,0.0,1255.32,521.95,0.0,Cartão de Crédito,Aprovado,733.37,13,False,Não se aplica
ORD-025678,CLI-11830,SKU-03855,2023-03-14 12:11:23,Orgânico,Moda,Moletom Oversize Preto,1,236.18,236.18,31.74,204.44,109.67,40.05,Boleto,Aprovado,54.72,13,True,Produto com defeito
ORD-038057,CLI-01729,SKU-01106,2023-03-14 12:27:39,Google Ads,Moda,Legging Delicado Azul,5,273.01,1365.05,0.0,1365.05,478.63,0.0,Cartão de Crédito,Aprovado,886.42,6,False,Não se aplica
ORD-021927,CLI-11830,SKU-02170,2023-03-14 12:32:18,Marketplace,Acessórios,Meias Oversize Bege,4,52.79,211.16,0.0,211.16,75.65,8.26,PIX,Aprovado,127.25,7,True,Atraso na entrega
ORD-046646,CLI-14211,SKU-02909,2023-03-14 13:03:21,Marketplace,Beleza,Blush Sustentável Dourado,4,328.17,1312.68,454.82,857.86,632.25,30.56,Cartão de Crédito,Aprovado,195.05,10,False,Não se aplica
ORD-079919,CLI-11830,SKU-01909,2023-03-14 13:20:00,Instagram Ads,Moda,Top Básico Dourado,2,516.41,1032.82,0.0,1032.82,460.16,0.0,Cartão de Crédito,Aguardando,572.66,2,True,Produto com defeito
ORD-040139,CLI-11830,SKU-02799,2023-03-14 13:29:11,TikTok Ads,Lifestyle,Planta Artificial Básico Preto,4,242.65,970.6,0.0,970.6,328.31,0.0,Boleto,Aprovado,642.29,4,False,Não se aplica
ORD-062876,CLI-07163,SKU-04233,2023-03-14 13:36:34,Marketplace,Beleza,Esfoliante Edição Limitada Prata,3,141.53,424.59,0.0,424.59,147.66,38.41,PIX,Aprovado,238.52,9,False,Não se aplica
ORD-027515,CLI-11830,SKU-00968,2023-03-14 13:36:57,Google Ads,Moda,Saia Sustentável Nude,1,173.05,173.05,0.0,173.05,62.68,50.89,PIX,Cancelado,59.48,8,False,Não se aplica
ORD-038848,CLI-11830,SKU-02076,2023-03-14 13:39:00,Email Marketing,Beleza,Protetor Solar Edição Limitada Dourado,1,463.05,463.05,0.0,463.05,229.71,0.0,Boleto,Aprovado,233.34,7,False,Não se aplica
ORD-079093,CLI-01729,SKU-03535,2023-03-14 14:26:05,Influenciador,Moda,Vestido Delicado Bege,2,383.18,766.36,275.24,491.12,239.2,0.0,Cartão de Crédito,Aprovado,251.92,12,False,Não se aplica
ORD-031562,CLI-14211,SKU-02964,2023-03-14 14:31:35,Instagram Ads,Moda,Regata Edição Limitada Vermelho,3,294.35,883.05,140.53,742.52,360.92,0.0,PIX,Cancelado,381.6,12,False,Não se aplica
ORD-012432,CLI-11830,SKU-04792,2023-03-14 14:39:43,Google Ads,Beleza,Esfoliante Básico Azul,2,132.69,265.38,48.45,216.93,97.48,10.3,Cartão de Crédito,Aprovado,109.15,7,False,Não se aplica
ORD-070112,CLI-11830,SKU-03213,2023-03-14 15:18:23,Marketplace,Moda,Camisa Social Sport Preto,4,210.87,843.48,0.0,843.48,328.91,16.92,Boleto,Aprovado,497.65,6,True,Tamanho errado
ORD-070211,CLI-14211,SKU-02484,2023-03-14 15:28:00,Influenciador,Beleza,Protetor Solar Edição Limitada Verde,1,393.46,393.46,0.0,393.46,161.0,0.0,Cartão de Crédito,Aprovado,232.46,8,False,Não se aplica
ORD-074305,CLI-11830,SKU-03812,2023-03-14 15:59:07,Marketplace,Beleza,Sombra Exclusivo Verde,2,41.58,83.16,0.0,83.16,38.45,25.16,Cartão de Crédito,Aprovado,19.55,11,False,Não se aplica
ORD-015543,CLI-06160,SKU-01913,2023-03-14 16:12:23,TikTok Ads,Moda,Top Exclusivo Vermelho,4,209.02,836.08,97.17,738.91,404.95,0.0,Cartão de Crédito,Aguardando,333.96,12,False,Não se aplica
ORD-059503,CLI-11830,SKU-00408,2023-03-14 17:10:47,Instagram Ads,Moda,Camiseta Slim Rosa,4,271.79,1087.16,67.16,1020.0,390.84,0.0,PIX,Aprovado,629.16,10,False,Não se aplica
ORD-014318,CLI-03105,SKU-02152,2023-03-14 17:15:11,Instagram Ads,Acessórios,Brinco Artesanal Prata,2,194.98,389.96,0.0,389.96,194.6,0.0,Cartão de Crédito,Aprovado,195.36,9,False,Não se aplica
ORD-016619,CLI-02474,SKU-04064,2023-03-14 17:25:40,Marketplace,Acessórios,Óculos de Sol Oversize Bege,6,147.97,887.82,0.0,887.82,438.86,33.99,PIX,Aprovado,414.97,18,False,Não se aplica
ORD-005625,CLI-11830,SKU-02656,2023-03-14 17:52:58,Instagram Ads,Moda,Jaqueta Sustentável Verde,1,172.11,172.11,0.0,172.11,77.75,22.3,PIX,Aprovado,72.06,12,False,Não se aplica
ORD-029724,CLI-11830,SKU-03660,2023-03-14 18:08:19,Marketplace,Lifestyle,Garrafa Térmica Básico Verde,5,180.32,901.6,219.42,682.18,387.86,45.41,Boleto,Aprovado,248.91,13,False,Não se aplica
ORD-005640,CLI-12742,SKU-00405,2023-03-14 18:12:26,Google Ads,Beleza,Esfoliante Premium Branco,2,139.41,278.82,0.0,278.82,105.12,0.0,Boleto,Aprovado,173.7,6,False,Não se aplica
ORD-051980,CLI-01729,SKU-04254,2023-03-14 18:25:57,Google Ads,Moda,Regata Sustentável Vermelho,2,90.12,180.24,9.47,170.77,72.42,36.22,Cartão de Crédito,Aprovado,62.13,3,False,Não se aplica
ORD-063805,CLI-11830,SKU-03790,2023-03-14 18:33:01,Email Marketing,Acessórios,Lenço Delicado Azul,2,165.33,330.66,0.0,330.66,144.84,0.0,PIX,Aprovado,185.82,7,False,Não se aplica
ORD-004564,CLI-14211,SKU-01394,2023-03-14 18:36:12,Influenciador,Beleza,Kit Skincare Slim Branco,1,85.92,85.92,0.0,85.92,30.21,32.02,Boleto,Aprovado,23.69,4,False,Não se aplica
ORD-008840,CLI-04627,SKU-01046,2023-03-14 18:59:17,Google Ads,Beleza,Sérum Facial Artesanal Preto,1,194.1,194.1,0.0,194.1,96.3,7.09,Cartão de Crédito,Aprovado,90.71,5,False,Não se aplica
ORD-019065,CLI-01729,SKU-00152,2023-03-14 19:15:15,Marketplace,Beleza,Esfoliante Premium Prata,1,101.03,101.03,0.0,101.03,43.38,44.08,Vale-Troca,Aprovado,13.57,8,False,Não se aplica
ORD-061204,CLI-06351,SKU-00591,2023-03-14 20:57:29,Instagram Ads,Lifestyle,Garrafa Térmica Moderno Prata,3,184.91,554.73,0.0,554.73,192.27,0.0,Boleto,Aprovado,362.46,7,False,Não se aplica
ORD-032013,CLI-01729,SKU-01753,2023-03-14 20:57:58,Instagram Ads,Lifestyle,Almofada Urban Rosa,3,225.74,677.22,98.6,578.62,251.13,0.0,Boleto,Aprovado,327.49,2,False,Não se aplica
ORD-050240,CLI-06014,SKU-03683,2023-03-14 21:04:18,Email Marketing,Lifestyle,Relógio de Parede Delicado Rosa,4,210.76,843.04,0.0,843.04,318.26,0.0,Boleto,Aprovado,524.78,2,False,Não se aplica
ORD-071009,CLI-01729,SKU-02702,2023-03-14 21:16:35,Marketplace,Moda,Legging Moderno Preto,6,464.8,2788.8,415.24,2373.56,1112.17,21.78,PIX,Aprovado,1239.61,12,False,Não se aplica
ORD-024995,CLI-06160,SKU-00207,2023-03-14 21:27:27,TikTok Ads,Moda,Moletom Luxo Dourado,6,497.47,2984.82,917.62,2067.2,1454.64,0.0,PIX,Aprovado,612.56,9,True,Produto com defeito
ORD-077906,CLI-11830,SKU-03382,2023-03-14 21:27:28,Google Ads,Beleza,Sombra Premium Dourado,1,266.54,266.54,0.0,266.54,111.43,0.0,Cartão de Crédito,Aprovado,155.11,6,False,Não se aplica
ORD-006588,CLI-05277,SKU-04514,2023-03-14 21:31:11,Google Ads,Moda,Moletom Delicado Branco,3,184.44,553.32,121.65,431.67,205.06,0.0,PIX,Aprovado,226.61,12,True,Produto com defeito
ORD-070934,CLI-01729,SKU-00274,2023-03-14 21:33:09,Orgânico,Beleza,Perfume Luxo Preto,5,73.48,367.4,0.0,367.4,137.87,0.0,Cartão de Crédito,Cancelado,229.53,14,True,Produto com defeito
ORD-020929,CLI-04627,SKU-04346,2023-03-14 21:39:50,Google Ads,Beleza,Sérum Facial Clássico Azul,4,243.29,973.16,0.0,973.16,343.18,0.0,Vale-Troca,Aprovado,629.98,14,True,Atraso na entrega
ORD-048024,CLI-12742,SKU-03304,2023-03-14 21:52:17,Instagram Ads,Acessórios,Lenço Edição Limitada Azul,3,132.5,397.5,0.0,397.5,132.43,0.0,Boleto,Aprovado,265.07,8,False,Não se aplica
ORD-011953,CLI-11830,SKU-03905,2023-03-14 22:31:56,Orgânico,Moda,Blusa de Tricô Sustentável Nude,5,487.16,2435.8,0.0,2435.8,1145.36,0.0,PIX,Aprovado,1290.44,8,False,Não se aplica
ORD-026983,CLI-11830,SKU-00819,2023-03-14 23:00:53,Marketplace,Lifestyle,Planta Artificial Sustentável Bege,2,300.91,601.82,0.0,601.82,214.26,39.57,Cartão de Crédito,Aprovado,347.99,17,True,Tamanho errado
ORD-045920,CLI-12742,SKU-03603,2023-03-14 23:36:55,Google Ads,Moda,Camiseta Exclusivo Rosa,2,88.33,176.66,17.86,158.8,62.2,40.93,Cartão de Crédito,Aprovado,55.67,12,False,Não se aplica
ORD-070893,CLI-06014,SKU-04692,2023-03-14 23:47:22,Instagram Ads,Moda,Moletom Premium Nude,3,235.39,706.17,0.0,706.17,252.98,0.0,Cartão de Crédito,Aprovado,453.19,1,False,Não se aplica
ORD-050904,CLI-12742,SKU-03630,2023-03-15 00:19:12,Instagram Ads,Moda,Vestido Delicado Vermelho,2,159.71,319.42,20.98,298.44,146.1,0.0,Boleto,Aprovado,152.34,9,True,Atraso na entrega
ORD-033568,CLI-11830,SKU-00815,2023-03-15 00:34:19,Marketplace,Lifestyle,Vela Aromática Básico Azul,4,246.5,986.0,0.0,986.0,345.14,29.7,Cartão de Crédito,Aprovado,611.16,17,False,Não se aplica
ORD-004952,CLI-11830,SKU-02420,2023-03-15 00:38:47,Marketplace,Moda,Blusa de Tricô Artesanal Verde,5,247.16,1235.8,0.0,1235.8,519.15,26.23,Vale-Troca,Aprovado,690.42,6,False,Não se aplica
ORD-064214,CLI-14211,SKU-00901,2023-03-15 00:52:17,Email Marketing,Beleza,Kit Skincare Edição Limitada Rosa,1,46.49,46.49,17.56,28.93,17.7,29.95,Cartão de Crédito,Aprovado,-18.72,12,False,Não se aplica
ORD-040144,CLI-11830,SKU-03351,2023-03-15 00:57:46,TikTok Ads,Moda,Regata Luxo Verde,6,231.33,1387.98,0.0,1387.98,563.69,0.0,Cartão de Crédito,Aprovado,824.29,11,True,Arrependimento
ORD-049559,CLI-12742,SKU-01872,2023-03-15 01:04:06,Google Ads,Beleza,Kit Skincare Artesanal Rosa,4,279.25,1117.0,406.81,710.19,399.47,0.0,Cartão de Crédito,Aprovado,310.72,12,False,Não se aplica
ORD-050668,CLI-07163,SKU-04467,2023-03-15 01:13:01,Instagram Ads,Acessórios,Cinto Oversize Nude,3,75.23,225.69,63.03,162.66,71.67,37.29,Cartão de Crédito,Aprovado,53.7,2,False,Não se aplica
ORD-030514,CLI-11830,SKU-02896,2023-03-15 01:13:28,Google Ads,Lifestyle,Kit Chá Urban Bege,2,57.38,114.76,5.89,108.87,41.24,22.79,PIX,Aprovado,44.84,4,False,Não se aplica
ORD-064213,CLI-06160,SKU-04454,2023-03-15 01:20:07,Orgânico,Moda,Camiseta Urban Branco,4,262.99,1051.96,0.0,1051.96,399.52,0.0,Cartão de Crédito,Cancelado,652.44,11,False,Não se aplica
ORD-010478,CLI-11830,SKU-04563,2023-03-15 01:24:32,Email Marketing,Lifestyle,Luminária Luxo Preto,5,153.46,767.3,0.0,767.3,311.61,0.0,Cartão de Crédito,Aprovado,455.69,11,False,Não se aplica
ORD-005548,CLI-11830,SKU-04610,2023-03-15 01:31:57,Email Marketing,Beleza,Sérum Facial Premium Nude,3,152.77,458.31,89.93,368.38,193.17,0.0,Cartão de Crédito,Aprovado,175.21,11,False,Não se aplica
ORD-074415,CLI-11830,SKU-01356,2023-03-15 01:34:56,Email Marketing,Moda,Legging Clássico Nude,2,145.18,290.36,0.0,290.36,95.65,0.0,Boleto,Aprovado,194.71,4,False,Não se aplica
ORD-009579,CLI-11830,SKU-03550,2023-03-15 01:49:25,Email Marketing,Moda,Moletom Edição Limitada Prata,6,342.46,2054.76,158.32,1896.44,954.93,0.0,Cartão de Crédito,Aprovado,941.51,1,False,Não se aplica
ORD-035120,CLI-02503,SKU-02570,2023-03-15 02:16:54,Marketplace,Beleza,Batom Clássico Azul,4,269.09,1076.36,0.0,1076.36,408.99,42.74,Cartão de Crédito,Aprovado,624.63,10,False,Não se aplica
ORD-003979,CLI-01729,SKU-03275,2023-03-15 02:18:20,Instagram Ads,Moda,Camisa Social Edição Limitada Nude,2,113.07,226.14,14.16,211.98,86.13,11.49,Boleto,Aprovado,114.36,4,False,Não se aplica
ORD-004925,CLI-14211,SKU-01623,2023-03-15 02:26:23,TikTok Ads,Moda,Camisa Social Oversize Bege,2,176.49,352.98,0.0,352.98,125.39,0.0,Cartão de Crédito,Aprovado,227.59,9,False,Não se aplica
ORD-035344,CLI-04627,SKU-03210,2023-03-15 02:29:52,TikTok Ads,Moda,Regata Slim Prata,5,541.88,2709.4,0.0,2709.4,1075.46,0.0,Cartão de Crédito,Aprovado,1633.94,10,False,Não se aplica
ORD-057195,CLI-01729,SKU-01553,2023-03-15 02:30:01,Instagram Ads,Beleza,Blush Urban Azul,2,62.32,124.64,0.0,124.64,46.55,12.44,Vale-Troca,Aprovado,65.65,11,True,Atraso na entrega
ORD-040591,CLI-00583,SKU-03580,2023-03-15 02:36:18,Google Ads,Moda,Shorts Moderno Nude,6,264.95,1589.7,0.0,1589.7,554.15,0.0,Cartão de Crédito,Aprovado,1035.55,7,False,Não se aplica
ORD-004108,CLI-02924,SKU-01311,2023-03-15 02:42:11,Marketplace,Lifestyle,Espelho de Mesa Urban Rosa,3,239.3,717.9,238.82,479.08,251.73,25.42,Cartão de Crédito,Aprovado,201.93,16,False,Não se aplica
ORD-020132,CLI-12360,SKU-04332,2023-03-15 02:44:47,TikTok Ads,Beleza,Sérum Facial Exclusivo Branco,2,274.41,548.82,0.0,548.82,182.31,0.0,PIX,Cancelado,366.51,9,False,Não se aplica
ORD-011306,CLI-11830,SKU-03221,2023-03-15 02:57:22,Influenciador,Beleza,Perfume Slim Rosa,1,191.56,191.56,0.0,191.56,69.47,50.38,Cartão de Crédito,Aprovado,71.71,1,False,Não se aplica
ORD-056574,CLI-11830,SKU-00205,2023-03-15 03:00:33,Instagram Ads,Moda,Calça Jeans Moderno Bege,1,283.93,283.93,0.0,283.93,92.3,0.0,Cartão de Crédito,Aprovado,191.63,7,False,Não se aplica
ORD-071143,CLI-01729,SKU-04159,2023-03-15 03:10:47,Instagram Ads,Moda,Vestido Básico Branco,3,434.31,1302.93,0.0,1302.93,586.12,0.0,Cartão de Crédito,Aprovado,716.81,8,False,Não se aplica
ORD-015323,CLI-03105,SKU-02085,2023-03-15 03:13:52,Orgânico,Moda,Camiseta Slim Verde,2,109.21,218.42,41.74,176.68,84.28,26.16,PIX,Aprovado,66.24,14,False,Não se aplica
ORD-016171,CLI-11830,SKU-00410,2023-03-15 03:57:59,Marketplace,Moda,Legging Oversize Vermelho,6,288.53,1731.18,0.0,1731.18,801.56,15.99,Cartão de Crédito,Aprovado,913.63,11,False,Não se aplica
ORD-033414,CLI-11830,SKU-00234,2023-03-15 04:00:57,Google Ads,Lifestyle,Vela Aromática Moderno Preto,6,200.96,1205.76,0.0,1205.76,374.69,0.0,Cartão de Crédito,Aprovado,831.07,3,True,Atraso na entrega
ORD-004373,CLI-08001,SKU-01577,2023-03-15 04:13:04,Email Marketing,Lifestyle,Kit Chá Luxo Vermelho,5,185.69,928.45,0.0,928.45,408.04,0.0,PIX,Aprovado,520.41,4,False,Não se aplica
ORD-073582,CLI-09097,SKU-02652,2023-03-15 04:29:04,Orgânico,Beleza,Base Líquida Moderno Azul,5,229.11,1145.55,0.0,1145.55,443.3,0.0,PIX,Aprovado,702.25,5,True,Tamanho errado
ORD-025259,CLI-11830,SKU-01652,2023-03-15 04:35:55,Orgânico,Beleza,Kit Skincare Delicado Vermelho,4,134.48,537.92,214.61,323.31,240.24,0.0,Cartão de Crédito,Aprovado,83.07,11,False,Não se aplica
ORD-062456,CLI-01729,SKU-03974,2023-03-15 04:43:25,Marketplace,Acessórios,Chapéu Slim Preto,3,318.43,955.29,0.0,955.29,402.03,32.85,Boleto,Aprovado,520.41,10,False,Não se aplica
ORD-019535,CLI-14211,SKU-00286,2023-03-15 04:48:07,Instagram Ads,Acessórios,Lenço Urban Preto,2,185.27,370.54,63.82,306.72,135.2,0.0,Cartão de Crédito,Aprovado,171.52,3,False,Não se aplica
ORD-069914,CLI-11830,SKU-00127,2023-03-15 04:52:55,Orgânico,Moda,Shorts Delicado Rosa,6,199.11,1194.66,244.05,950.61,436.43,0.0,Cartão de Crédito,Aprovado,514.18,8,False,Não se aplica
ORD-058758,CLI-12779,SKU-01326,2023-03-15 04:55:32,Email Marketing,Lifestyle,Caderno Moderno Bege,3,162.1,486.3,150.57,335.73,241.29,0.0,PIX,Aprovado,94.44,9,False,Não se aplica
ORD-003672,CLI-08001,SKU-03667,2023-03-15 04:58:46,TikTok Ads,Acessórios,Colar Slim Verde,1,152.31,152.31,0.0,152.31,48.89,29.22,Cartão de Crédito,Aprovado,74.2,2,False,Não se aplica
ORD-041187,CLI-11830,SKU-04779,2023-03-15 05:33:20,Marketplace,Lifestyle,Luminária Clássico Dourado,4,84.57,338.28,0.0,338.28,114.04,10.74,PIX,Aprovado,213.5,16,True,Não gostei
ORD-045475,CLI-11830,SKU-02253,2023-03-15 05:33:38,TikTok Ads,Beleza,Sombra Delicado Verde,3,143.11,429.33,138.1,291.23,160.68,0.0,PIX,Aprovado,130.55,5,False,Não se aplica
ORD-038874,CLI-11830,SKU-04386,2023-03-15 06:05:39,Influenciador,Beleza,Protetor Solar Exclusivo Vermelho,6,226.39,1358.34,0.0,1358.34,558.05,0.0,Cartão de Crédito,Cancelado,800.29,6,False,Não se aplica
ORD-077859,CLI-01729,SKU-00956,2023-03-15 06:28:31,Instagram Ads,Moda,Saia Artesanal Bege,4,136.36,545.44,0.0,545.44,166.8,0.0,Cartão de Crédito,Aprovado,378.64,13,False,Não se aplica
ORD-041233,CLI-13093,SKU-00729,2023-03-15 06:33:12,Google Ads,Moda,Saia Artesanal Verde,6,98.35,590.1,127.5,462.6,208.79,0.0,Cartão de Crédito,Aprovado,253.81,1,False,Não se aplica
ORD-048609,CLI-01729,SKU-00391,2023-03-15 06:36:28,Google Ads,Lifestyle,Relógio de Parede Slim Vermelho,5,70.69,353.45,0.0,353.45,124.68,0.0,Cartão de Crédito,Aprovado,228.77,6,False,Não se aplica
ORD-029427,CLI-01729,SKU-01031,2023-03-15 06:38:50,Google Ads,Acessórios,Mochila Edição Limitada Rosa,5,278.67,1393.35,442.68,950.67,615.89,0.0,PIX,Aprovado,334.78,5,False,Não se aplica
ORD-065648,CLI-11830,SKU-00911,2023-03-15 06:48:57,Marketplace,Moda,Blusa de Tricô Oversize Azul,1,255.59,255.59,0.0,255.59,77.28,19.62,PIX,Aprovado,158.69,6,False,Não se aplica
ORD-076460,CLI-11830,SKU-03879,2023-03-15 06:50:15,Google Ads,Lifestyle,Almofada Premium Prata,1,180.22,180.22,0.0,180.22,75.59,58.02,PIX,Aprovado,46.61,14,False,Não se aplica
ORD-063294,CLI-06124,SKU-00111,2023-03-15 06:51:00,Marketplace,Moda,Saia Premium Verde,5,290.78,1453.9,0.0,1453.9,447.81,22.09,PIX,Aprovado,984.0,8,False,Não se aplica
ORD-013166,CLI-08001,SKU-00777,2023-03-15 06:52:19,Google Ads,Beleza,Sombra Slim Branco,1,145.15,145.15,0.0,145.15,65.42,7.18,PIX,Aprovado,72.55,7,False,Não se aplica
ORD-026824,CLI-11830,SKU-03977,2023-03-15 06:56:11,Orgânico,Beleza,Blush Luxo Rosa,4,147.38,589.52,165.93,423.59,237.01,0.0,PIX,Aprovado,186.58,10,True,Atraso na entrega
ORD-044240,CLI-11830,SKU-00505,2023-03-15 07:18:13,Marketplace,Acessórios,Carteira Edição Limitada Prata,5,288.62,1443.1,564.17,878.93,468.31,9.5,Vale-Troca,Aprovado,401.12,6,False,Não se aplica
ORD-018406,CLI-11830,SKU-01543,2023-03-15 07:18:57,Marketplace,Beleza,Máscara de Cílios Artesanal Preto,6,115.2,691.2,0.0,691.2,338.18,14.69,Cartão de Crédito,Aprovado,338.33,11,False,Não se aplica
ORD-056151,CLI-10455,SKU-02696,2023-03-15 07:20:48,Google Ads,Acessórios,Brinco Artesanal Dourado,4,251.32,1005.28,386.94,618.34,340.08,0.0,PIX,Aprovado,278.26,2,False,Não se aplica
ORD-018751,CLI-14211,SKU-03144,2023-03-15 07:27:27,Orgânico,Beleza,Protetor Solar Delicado Azul,3,158.88,476.64,117.55,359.09,225.56,0.0,PIX,Cancelado,133.53,3,False,Não se aplica
ORD-050908,CLI-03910,SKU-01825,2023-03-15 07:31:33,Marketplace,Acessórios,Brinco Sustentável Azul,1,229.2,229.2,0.0,229.2,113.39,49.89,Cartão de Crédito,Aprovado,65.92,14,False,Não se aplica
ORD-073328,CLI-01729,SKU-03892,2023-03-15 07:37:16,Email Marketing,Beleza,Base Líquida Oversize Rosa,6,233.94,1403.64,501.39,902.25,465.32,0.0,Vale-Troca,Aprovado,436.93,10,False,Não se aplica
ORD-047672,CLI-02474,SKU-04421,2023-03-15 07:39:25,Orgânico,Beleza,Blush Moderno Prata,2,277.99,555.98,0.0,555.98,209.56,0.0,PIX,Cancelado,346.42,3,False,Não se aplica
ORD-005977,CLI-03277,SKU-04057,2023-03-15 08:00:52,TikTok Ads,Acessórios,Lenço Artesanal Nude,1,104.82,104.82,8.08,96.74,37.94,22.13,Cartão de Crédito,Aprovado,36.67,12,False,Não se aplica
ORD-002330,CLI-11830,SKU-00910,2023-03-15 08:28:10,Influenciador,Beleza,Blush Edição Limitada Prata,1,58.13,58.13,10.46,47.67,23.46,43.96,Cartão de Crédito,Aprovado,-19.75,10,True,Atraso na entrega
ORD-010485,CLI-11830,SKU-04528,2023-03-15 08:35:47,Influenciador,Lifestyle,Relógio de Parede Edição Limitada Branco,3,414.64,1243.92,0.0,1243.92,430.53,0.0,Cartão de Crédito,Cancelado,813.39,3,False,Não se aplica
