sku_id,nome_produto,categoria,subcategoria,fornecedor_id,lead_time_reposicao,custo_unitario,preco_venda_sugerido,estoque_fisico,estoque_reservado,estoque_disponivel,ponto_pedido,data_ultima_entrada,status_disponibilidade,shelf_life_dias,volume_m3
SKU-00741,Sérum Facial Slim Dourado,Beleza,Sérum Facial,FORN-016,57,24.19,50.42,330,83,247,123,2023-06-05,Em Estoque,463,0.0056
SKU-00742,Regata Luxo Prata,Moda,Regata,FORN-027,10,362.97,885.68,1071,77,994,100,2025-12-19,Em Estoque,448,0.3579
SKU-00743,Almofada Delicado Rosa,Lifestyle,Almofada,FORN-051,6,368.14,969.02,192,30,162,56,2025-12-17,Em Estoque,448,0.2632
SKU-00744,Blusa de Tricô Artesanal Nude,Moda,Blusa de Tricô,FORN-045,14,254.64,571.93,1150,81,1069,69,2023-11-04,Em Estoque,448,0.34
SKU-00745,Jaqueta Delicado Azul,Moda,Jaqueta,FORN-014,7,296.7,657.05,430,15,415,74,2023-01-28,Em Estoque,448,0.2213
SKU-00746,Esfoliante Luxo Preto,Beleza,Esfoliante,FORN-023,10,60.91,141.26,68,20,48,61,2023-05-16,Estoque Crítico,628,0.3397
SKU-00747,Legging Clássico Vermelho,Moda,Legging,FORN-068,8,52.69,86.35,434,35,399,11,2024-07-19,Em Estoque,448,0.0369
SKU-00748,Legging Sport Prata,Moda,Legging,FORN-064,8,336.31,845.01,485,91,394,45,2023-08-14,Em Estoque,448,0.4371
SKU-00749,Máscara de Cílios Delicado Prata,Beleza,Máscara de Cílios,FORN-039,6,64.81,127.61,307,69,238,94,2023-04-27,Em Estoque,437,0.1958
SKU-00750,Máscara de Cílios Slim Branco,Beleza,Máscara de Cílios,FORN-069,14,111.73,271.33,312,64,248,89,2024-10-02,Em Estoque,293,0.2918
SKU-00751,Colar Urban Preto,Acessórios,Colar,FORN-005,55,180.13,346.0,454,15,439,45,2023-09-27,Em Estoque,448,0.4622
SKU-00752,Vela Aromática Moderno Dourado,Lifestyle,Vela Aromática,FORN-010,46,151.42,259.42,213,10,203,132,2023-05-24,Descontinuado,448,0.0188
SKU-00753,Esfoliante Oversize Vermelho,Beleza,Esfoliante,FORN-062,9,316.99,951.71,116,1,115,24,2023-04-18,Em Estoque,568,0.3413
SKU-00754,Planta Artificial Sustentável Preto,Lifestyle,Planta Artificial,FORN-050,57,284.27,650.28,218,17,201,39,2024-02-20,Em Estoque,448,0.1845
SKU-00755,Moletom Premium Azul,Moda,Moletom,FORN-030,6,243.67,478.42,765,206,559,147,2025-01-26,Descontinuado,448,0.3602
SKU-00756,Difusor Premium Bege,Lifestyle,Difusor,FORN-057,7,127.39,267.85,308,83,225,72,2024-03-20,Em Estoque,448,0.3291
SKU-00757,Difusor Slim Prata,Lifestyle,Difusor,FORN-027,12,288.0,835.63,459,56,403,123,2025-05-12,Em Estoque,448,0.147
SKU-00758,Planta Artificial Slim Verde,Lifestyle,Planta Artificial,FORN-090,13,211.31,356.35,461,105,356,134,2024-02-07,Em Estoque,448,0.4209
SKU-00759,Creme Hidratante Sport Prata,Beleza,Creme Hidratante,FORN-027,6,161.51,469.38,72,1,71,70,2025-08-21,Em Estoque,296,0.0116
SKU-00760,Almofada Slim Nude,Lifestyle,Almofada,FORN-050,54,334.33,580.13,142,39,103,108,2024-01-28,Estoque Crítico,448,0.1919
SKU-00761,Protetor Solar Moderno Vermelho,Beleza,Protetor Solar,FORN-024,58,222.35,590.7,16,4,12,99,2023-10-25,Estoque Crítico,448,0.4053
SKU-00762,Condicionador Premium Verde,Beleza,Condicionador,FORN-093,14,184.95,422.44,373,94,279,24,2023-09-13,Em Estoque,474,0.4294
SKU-00763,Pochete Edição Limitada Nude,Acessórios,Pochete,FORN-093,14,312.22,629.49,491,97,394,129,2025-04-05,Em Estoque,448,0.1411
SKU-00764,Almofada Básico Azul,Lifestyle,Almofada,FORN-099,13,132.41,332.84,19,4,15,80,2024-05-22,Estoque Crítico,448,0.126
SKU-00765,Espelho de Mesa Premium Branco,Lifestyle,Espelho de Mesa,FORN-040,14,271.1,796.38,433,45,388,123,2024-01-15,Descontinuado,448,0.0195
SKU-00766,Esfoliante Luxo Prata,Beleza,Esfoliante,FORN-028,11,42.26,131.1,141,39,102,90,2023-08-06,Em Estoque,462,0.1305
SKU-00767,Protetor Solar Urban Bege,Beleza,Protetor Solar,FORN-019,14,269.27,531.07,335,4,331,57,2025-09-28,Em Estoque,504,0.0219
SKU-00768,Vela Aromática Sport Rosa,Lifestyle,Vela Aromática,FORN-033,45,277.79,825.59,180,34,146,21,2025-04-12,Em Estoque,448,0.254
SKU-00769,Calça Jeans Moderno Azul,Moda,Calça Jeans,FORN-042,56,335.07,901.21,73,9,64,46,2023-06-20,Em Estoque,448,0.1682
SKU-00770,Esfoliante Oversize Dourado,Beleza,Esfoliante,FORN-038,14,31.84,69.71,148,9,139,16,2023-10-07,Em Estoque,703,0.3582
SKU-00771,Espelho de Mesa Sport Verde,Lifestyle,Espelho de Mesa,FORN-028,11,335.68,554.6,371,19,352,107,2025-02-03,Em Estoque,448,0.4962
SKU-00772,Kit Skincare Urban Prata,Beleza,Kit Skincare,FORN-094,58,224.81,403.31,449,13,436,130,2025-09-17,Em Estoque,480,0.4556
SKU-00773,Blusa de Tricô Moderno Dourado,Moda,Blusa de Tricô,FORN-041,6,283.37,655.15,419,45,374,139,2023-06-21,Em Estoque,448,0.1159
SKU-00774,Garrafa Térmica Artesanal Bege,Lifestyle,Garrafa Térmica,FORN-069,8,315.05,709.55,299,85,214,45,2025-05-26,Em Estoque,448,0.1576
SKU-00775,Moletom Exclusivo Bege,Moda,Moletom,FORN-074,60,260.4,738.55,184,0,184,52,2023-07-09,Em Estoque,448,0.356
SKU-00776,Base Líquida Clássico Preto,Beleza,Base Líquida,FORN-056,5,282.22,898.56,67,16,51,145,2024-07-12,Estoque Crítico,310,0.2018
SKU-00777,Sombra Slim Branco,Beleza,Sombra,FORN-044,10,244.76,633.1,369,5,364,28,2025-06-15,Em Estoque,640,0.3706
SKU-00778,Condicionador Sustentável Bege,Beleza,Condicionador,FORN-094,50,295.01,750.3,419,119,300,140,2023-03-01,Em Estoque,644,0.1903
SKU-00779,Perfume Sport Nude,Beleza,Perfume,FORN-036,6,108.26,258.66,24,6,18,83,2024-07-11,Estoque Crítico,362,0.4768
SKU-00780,Legging Sport Azul,Moda,Legging,FORN-056,13,125.74,378.14,691,42,649,40,2024-05-16,Em Estoque,448,0.4428
SKU-00781,Shorts Artesanal Branco,Moda,Shorts,FORN-030,15,125.88,220.74,565,43,522,17,2025-01-18,Em Estoque,448,0.0984
SKU-00782,Sérum Facial Oversize Azul,Beleza,Sérum Facial,FORN-037,14,182.07,420.89,64,14,50,85,2023-12-23,Estoque Crítico,302,0.2228
SKU-00783,Creme Hidratante Básico Bege,Beleza,Creme Hidratante,FORN-036,15,64.26,139.18,40,11,29,66,2025-02-11,Estoque Crítico,340,0.254
SKU-00784,Top Sport Prata,Moda,Top,FORN-087,6,288.59,607.11,39,11,28,143,2024-04-27,Estoque Crítico,448,0.2795
SKU-00785,Relógio de Parede Premium Preto,Lifestyle,Relógio de Parede,FORN-032,7,242.81,727.31,112,12,100,77,2024-03-16,Em Estoque,448,0.367
SKU-00786,Jaqueta Urban Branco,Moda,Jaqueta,FORN-067,51,21.22,36.24,571,45,526,19,2024-12-09,Em Estoque,448,0.3159
SKU-00787,Blusa de Tricô Sustentável Prata,Moda,Blusa de Tricô,FORN-085,50,353.6,1041.39,299,62,237,110,2025-06-18,Em Estoque,448,0.0492
SKU-00788,Shorts Edição Limitada Dourado,Moda,Shorts,FORN-042,52,271.72,485.1,475,29,446,98,2025-07-23,Em Estoque,448,0.4412
SKU-00789,Kit Chá Artesanal Vermelho,Lifestyle,Kit Chá,FORN-088,8,31.01,62.91,110,26,84,25,2025-06-09,Em Estoque,448,0.2062
SKU-00790,Luminária Edição Limitada Rosa,Lifestyle,Luminária,FORN-007,9,204.49,398.82,325,5,320,88,2024-07-08,Em Estoque,448,0.0841
SKU-00791,Top Básico Nude,Moda,Top,FORN-079,10,69.1,170.24,788,23,765,95,2024-09-03,Em Estoque,448,0.2598
SKU-00792,Protetor Solar Clássico Prata,Beleza,Protetor Solar,FORN-051,8,130.27,242.07,191,21,170,115,2023-09-24,Em Estoque,193,0.019
SKU-00793,Regata Básico Prata,Moda,Regata,FORN-051,12,36.07,74.05,1190,352,838,73,2023-05-24,Em Estoque,448,0.3922
SKU-00794,Porta-Retrato Luxo Rosa,Lifestyle,Porta-Retrato,FORN-011,6,48.08,132.48,390,93,297,116,2023-01-24,Em Estoque,448,0.3028
SKU-00795,Legging Artesanal Vermelho,Moda,Legging,FORN-025,14,346.54,989.59,435,5,430,87,2024-08-07,Em Estoque,448,0.4847
SKU-00796,Batom Slim Vermelho,Beleza,Batom,FORN-012,8,387.42,967.62,247,36,211,146,2025-04-13,Descontinuado,688,0.3641
SKU-00797,Lenço Sport Branco,Acessórios,Lenço,FORN-058,52,239.59,392.89,394,29,365,124,2024-08-19,Em Estoque,448,0.156
SKU-00798,Top Básico Branco,Moda,Top,FORN-072,7,98.92,307.38,544,103,441,131,2025-12-27,Em Estoque,448,0.117
SKU-00799,Almofada Edição Limitada Rosa,Lifestyle,Almofada,FORN-095,10,337.04,558.95,352,72,280,114,2023-05-23,Em Estoque,448,0.2816
SKU-00800,Blush Oversize Azul,Beleza,Blush,FORN-042,59,289.37,701.17,439,20,419,36,2024-12-03,Em Estoque,345,0.2604
SKU-00801,Jaqueta Sustentável Branco,Moda,Jaqueta,FORN-005,58,208.17,541.63,537,140,397,117,2024-01-10,Em Estoque,448,0.4979
SKU-00802,Relógio de Parede Slim Prata,Lifestyle,Relógio de Parede,FORN-042,56,234.25,437.0,148,33,115,62,2025-12-12,Em Estoque,448,0.1264
SKU-00803,Óleo Corporal Sport Bege,Beleza,Óleo Corporal,FORN-022,60,23.73,53.77,76,15,61,27,2023-05-23,Em Estoque,730,0.2298
SKU-00804,Camisa Social Sustentável Nude,Moda,Camisa Social,FORN-021,47,153.17,382.11,231,1,230,59,2024-05-27,Em Estoque,448,0.2137
SKU-00805,Caderno Artesanal Vermelho,Lifestyle,Caderno,FORN-033,51,49.44,91.16,374,27,347,81,2023-05-19,Em Estoque,448,0.3986
SKU-00806,Condicionador Edição Limitada Verde,Beleza,Condicionador,FORN-074,53,387.33,1076.63,315,85,230,131,2023-03-01,Em Estoque,273,0.4648
SKU-00807,Máscara de Cílios Clássico Dourado,Beleza,Máscara de Cílios,FORN-001,10,49.56,156.2,70,16,54,122,2024-11-16,Estoque Crítico,514,0.152
SKU-00808,Garrafa Térmica Exclusivo Vermelho,Lifestyle,Garrafa Térmica,FORN-049,11,288.37,625.18,429,81,348,145,2023-10-27,Em Estoque,448,0.0839
SKU-00809,Creme Hidratante Sport Bege,Beleza,Creme Hidratante,FORN-056,13,187.83,509.42,128,7,121,121,2025-06-06,Estoque Crítico,205,0.4332
SKU-00810,Cinto Oversize Vermelho,Acessórios,Cinto,FORN-028,14,232.72,743.92,480,48,432,107,2024-03-24,Em Estoque,448,0.0987
SKU-00811,Protetor Solar Premium Nude,Beleza,Protetor Solar,FORN-040,10,55.76,122.12,129,32,97,13,2025-05-02,Em Estoque,670,0.1997
SKU-00812,Meias Slim Rosa,Acessórios,Meias,FORN-081,46,389.03,1134.93,441,120,321,126,2024-03-16,Em Estoque,448,0.3241
SKU-00813,Base Líquida Premium Verde,Beleza,Base Líquida,FORN-004,49,288.14,542.58,435,33,402,31,2024-02-02,Em Estoque,501,0.0496
SKU-00814,Protetor Solar Urban Nude,Beleza,Protetor Solar,FORN-095,5,146.41,391.67,460,81,379,53,2025-12-12,Em Estoque,592,0.2088
SKU-00815,Vela Aromática Básico Azul,Lifestyle,Vela Aromática,FORN-098,49,297.0,515.1,227,5,222,80,2025-04-23,Em Estoque,448,0.0873
SKU-00816,Vela Aromática Slim Rosa,Lifestyle,Vela Aromática,FORN-072,10,64.73,151.86,428,22,406,128,2023-02-03,Em Estoque,448,0.0441
SKU-00817,Top Premium Bege,Moda,Top,FORN-002,8,262.42,613.16,741,78,663,58,2025-12-05,Em Estoque,448,0.1903
SKU-00818,Shorts Clássico Nude,Moda,Shorts,FORN-041,11,105.86,201.26,702,66,636,122,2024-02-16,Em Estoque,448,0.1824
SKU-00819,Planta Artificial Sustentável Bege,Lifestyle,Planta Artificial,FORN-005,57,79.17,198.71,359,55,304,98,2025-11-26,Em Estoque,448,0.1717
SKU-00820,Lenço Luxo Rosa,Acessórios,Lenço,FORN-012,13,313.9,631.93,239,33,206,18,2023-09-22,Em Estoque,448,0.2381
SKU-00821,Óleo Corporal Oversize Nude,Beleza,Óleo Corporal,FORN-049,15,243.59,402.94,359,13,346,101,2023-03-14,Em Estoque,524,0.3243
SKU-00822,Blusa de Tricô Slim Bege,Moda,Blusa de Tricô,FORN-060,13,90.74,148.34,631,147,484,121,2025-07-16,Em Estoque,448,0.127
SKU-00823,Óleo Corporal Sustentável Vermelho,Beleza,Óleo Corporal,FORN-039,5,388.89,1168.18,390,115,275,139,2023-07-14,Em Estoque,590,0.2969
SKU-00824,Vestido Slim Nude,Moda,Vestido,FORN-090,13,95.42,301.13,1079,170,909,23,2023-05-26,Em Estoque,448,0.4009
SKU-00825,Máscara de Cílios Sustentável Preto,Beleza,Máscara de Cílios,FORN-085,49,96.15,180.31,0,0,0,57,2023-04-14,Ruptura,430,0.0779
SKU-00826,Condicionador Oversize Preto,Beleza,Condicionador,FORN-062,7,150.99,355.32,351,50,301,64,2024-11-13,Em Estoque,428,0.3818
SKU-00827,Vestido Oversize Bege,Moda,Vestido,FORN-052,55,361.25,1051.84,747,152,595,110,2025-02-12,Em Estoque,448,0.3705
SKU-00828,Protetor Solar Artesanal Bege,Beleza,Protetor Solar,FORN-099,8,160.27,343.58,421,0,421,111,2023-11-08,Em Estoque,372,0.0231
SKU-00829,Calça Jeans Oversize Vermelho,Moda,Calça Jeans,FORN-084,7,181.77,373.71,396,61,335,18,2024-07-06,Em Estoque,448,0.3415
SKU-00830,Kit Chá Delicado Branco,Lifestyle,Kit Chá,FORN-045,15,298.41,790.6,207,51,156,13,2023-06-05,Em Estoque,448,0.1926
SKU-00831,Blush Urban Vermelho,Beleza,Blush,FORN-055,46,135.12,272.11,324,14,310,125,2025-06-25,Em Estoque,727,0.4859
SKU-00832,Vestido Edição Limitada Prata,Moda,Vestido,FORN-098,57,350.72,606.05,7,2,5,76,2023-09-27,Estoque Crítico,448,0.3076
SKU-00833,Mochila Premium Dourado,Acessórios,Mochila,FORN-037,5,66.19,157.76,187,3,184,104,2024-07-11,Em Estoque,448,0.3837
SKU-00834,Shorts Clássico Rosa,Moda,Shorts,FORN-046,58,26.66,56.5,514,91,423,19,2025-12-13,Em Estoque,448,0.0429
SKU-00835,Legging Clássico Dourado,Moda,Legging,FORN-056,9,151.25,352.84,1150,268,882,127,2023-02-11,Em Estoque,448,0.0742
SKU-00836,Cinto Delicado Branco,Acessórios,Cinto,FORN-049,13,392.5,677.46,474,77,397,118,2024-01-06,Em Estoque,448,0.1292
SKU-00837,Difusor Luxo Vermelho,Lifestyle,Difusor,FORN-015,51,236.94,756.28,315,65,250,148,2023-12-26,Descontinuado,448,0.2871
SKU-00838,Moletom Slim Bege,Moda,Moletom,FORN-036,13,275.15,706.42,185,17,168,11,2024-04-01,Em Estoque,448,0.3289
SKU-00839,Saia Artesanal Verde,Moda,Saia,FORN-013,8,105.43,288.29,694,186,508,127,2025-07-21,Em Estoque,448,0.2712
SKU-00840,Perfume Premium Verde,Beleza,Perfume,FORN-044,10,151.62,350.4,236,63,173,63,2025-12-06,Em Estoque,441,0.2021
SKU-00841,Espelho de Mesa Básico Dourado,Lifestyle,Espelho de Mesa,FORN-072,10,51.57,144.23,271,47,224,87,2024-06-15,Em Estoque,448,0.0158
SKU-00842,Máscara de Cílios Artesanal Verde,Beleza,Máscara de Cílios,FORN-073,58,177.85,502.23,0,0,0,135,2023-07-18,Ruptura,306,0.0494
SKU-00843,Calça Jeans Artesanal Rosa,Moda,Calça Jeans,FORN-023,7,311.41,988.73,410,45,365,65,2024-10-09,Em Estoque,448,0.1822
SKU-00844,Top Urban Verde,Moda,Top,FORN-065,13,222.35,435.84,413,59,354,83,2024-03-28,Em Estoque,448,0.1449
SKU-00845,Óleo Corporal Delicado Dourado,Beleza,Óleo Corporal,FORN-084,7,279.67,491.47,297,83,214,117,2024-07-07,Em Estoque,409,0.0701
SKU-00846,Base Líquida Artesanal Nude,Beleza,Base Líquida,FORN-094,58,379.29,804.11,0,0,0,130,2025-02-12,Ruptura,578,0.2765
SKU-00847,Óculos de Sol Sustentável Verde,Acessórios,Óculos de Sol,FORN-093,8,86.58,268.35,471,51,420,92,2023-05-03,Em Estoque,448,0.1043
SKU-00848,Protetor Solar Urban Nude,Beleza,Protetor Solar,FORN-057,8,322.77,1018.82,256,14,242,94,2023-04-15,Em Estoque,251,0.0044
SKU-00849,Top Edição Limitada Prata,Moda,Top,FORN-061,57,46.74,105.98,266,68,198,40,2025-10-21,Em Estoque,448,0.3577
SKU-00850,Sombra Premium Rosa,Beleza,Sombra,FORN-051,5,158.08,434.18,261,56,205,119,2023-02-05,Em Estoque,294,0.3613
SKU-00851,Esfoliante Oversize Bege,Beleza,Esfoliante,FORN-032,12,99.83,175.24,328,88,240,28,2024-12-16,Em Estoque,446,0.1719
SKU-00852,Caderno Delicado Dourado,Lifestyle,Caderno,FORN-090,9,235.93,601.88,389,17,372,47,2025-05-01,Em Estoque,448,0.1861
SKU-00853,Creme Hidratante Slim Bege,Beleza,Creme Hidratante,FORN-073,54,200.61,462.16,150,9,141,42,2023-10-10,Em Estoque,413,0.015
SKU-00854,Shorts Clássico Nude,Moda,Shorts,FORN-002,9,158.38,382.29,529,158,371,53,2024-11-05,Em Estoque,448,0.251
SKU-00855,Batom Luxo Dourado,Beleza,Batom,FORN-083,7,350.9,832.08,247,48,199,13,2025-02-11,Em Estoque,391,0.1129
SKU-00856,Legging Delicado Branco,Moda,Legging,FORN-084,8,155.47,363.01,653,191,462,144,2023-12-07,Em Estoque,448,0.0174
SKU-00857,Óleo Corporal Exclusivo Branco,Beleza,Óleo Corporal,FORN-035,13,385.43,1138.78,275,10,265,24,2024-10-17,Em Estoque,442,0.3988
SKU-00858,Top Luxo Azul,Moda,Top,FORN-030,12,87.42,276.86,272,11,261,58,2025-02-05,Em Estoque,448,0.0314
SKU-00859,Camisa Social Delicado Nude,Moda,Camisa Social,FORN-062,12,57.34,172.63,52,2,50,60,2024-02-15,Estoque Crítico,448,0.0426
SKU-00860,Regata Artesanal Azul,Moda,Regata,FORN-077,60,133.99,216.44,440,28,412,123,2025-04-19,Em Estoque,448,0.3076
SKU-00861,Sérum Facial Slim Vermelho,Beleza,Sérum Facial,FORN-077,53,207.19,390.03,259,61,198,141,2024-11-10,Em Estoque,529,0.1384
SKU-00862,Creme Hidratante Urban Dourado,Beleza,Creme Hidratante,FORN-015,50,205.28,433.29,0,0,0,130,2024-03-06,Ruptura,622,0.3368
SKU-00863,Saia Oversize Prata,Moda,Saia,FORN-024,51,315.94,891.13,218,39,179,91,2025-08-04,Em Estoque,448,0.4638
SKU-00864,Top Clássico Verde,Moda,Top,FORN-021,51,311.23,889.28,161,10,151,93,2025-08-21,Em Estoque,448,0.209
SKU-00865,Garrafa Térmica Slim Dourado,Lifestyle,Garrafa Térmica,FORN-039,10,75.09,160.24,181,53,128,90,2024-05-14,Em Estoque,448,0.3816
SKU-00866,Moletom Premium Vermelho,Moda,Moletom,FORN-046,49,390.49,1104.02,19,1,18,63,2025-12-09,Estoque Crítico,448,0.1481
SKU-00867,Óleo Corporal Edição Limitada Vermelho,Beleza,Óleo Corporal,FORN-042,51,323.04,836.06,225,35,190,37,2023-04-06,Em Estoque,661,0.4761
SKU-00868,Cinto Edição Limitada Dourado,Acessórios,Cinto,FORN-032,9,395.03,1002.5,30,1,29,24,2025-06-09,Em Estoque,448,0.2196
SKU-00869,Saia Clássico Branco,Moda,Saia,FORN-042,58,333.24,999.16,603,51,552,32,2024-04-11,Em Estoque,448,0.3816
SKU-00870,Regata Luxo Rosa,Moda,Regata,FORN-089,5,73.38,207.8,716,80,636,102,2024-12-07,Em Estoque,448,0.2347
SKU-00871,Óleo Corporal Moderno Rosa,Beleza,Óleo Corporal,FORN-033,45,73.3,192.6,218,50,168,134,2023-09-02,Em Estoque,196,0.2833
SKU-00872,Lenço Luxo Verde,Acessórios,Lenço,FORN-069,12,127.41,271.89,34,1,33,33,2025-02-18,Estoque Crítico,448,0.08
SKU-00873,Base Líquida Artesanal Dourado,Beleza,Base Líquida,FORN-079,15,397.32,1113.71,392,87,305,120,2024-08-15,Em Estoque,335,0.3256
SKU-00874,Top Artesanal Verde,Moda,Top,FORN-059,13,316.82,881.75,442,102,340,85,2023-10-27,Em Estoque,448,0.0053
SKU-00875,Vestido Slim Azul,Moda,Vestido,FORN-075,55,222.3,588.16,205,36,169,100,2025-10-05,Em Estoque,448,0.075
SKU-00876,Calça Jeans Premium Prata,Moda,Calça Jeans,FORN-078,5,316.2,779.16,70,10,60,68,2025-04-07,Estoque Crítico,448,0.1522
SKU-00877,Creme Hidratante Moderno Azul,Beleza,Creme Hidratante,FORN-099,10,30.37,91.24,483,112,371,41,2024-01-15,Em Estoque,393,0.1908
SKU-00878,Batom Moderno Azul,Beleza,Batom,FORN-099,11,244.28,439.57,496,44,452,139,2025-12-17,Em Estoque,394,0.0611
SKU-00879,Kit Skincare Oversize Verde,Beleza,Kit Skincare,FORN-054,51,99.92,174.39,259,46,213,132,2024-09-04,Descontinuado,569,0.4019
SKU-00880,Base Líquida Oversize Verde,Beleza,Base Líquida,FORN-040,6,184.98,546.89,153,14,139,31,2025-11-26,Em Estoque,662,0.0089
SKU-00881,Meias Urban Verde,Acessórios,Meias,FORN-006,49,342.02,644.29,4,0,4,142,2023-03-23,Estoque Crítico,448,0.2354
SKU-00882,Camisa Social Delicado Azul,Moda,Camisa Social,FORN-095,15,131.37,340.0,161,11,150,142,2023-12-26,Em Estoque,448,0.0916
SKU-00883,Carteira Delicado Bege,Acessórios,Carteira,FORN-004,60,97.55,219.08,191,53,138,77,2025-06-01,Em Estoque,448,0.1665
SKU-00884,Bolsa de Couro Sport Bege,Acessórios,Bolsa de Couro,FORN-053,5,225.0,634.5,369,67,302,53,2023-02-01,Em Estoque,448,0.1121
SKU-00885,Base Líquida Básico Dourado,Beleza,Base Líquida,FORN-060,11,345.33,849.08,68,19,49,10,2024-08-16,Em Estoque,443,0.065
SKU-00886,Caderno Artesanal Branco,Lifestyle,Caderno,FORN-062,12,304.51,902.31,100,4,96,66,2025-03-26,Em Estoque,448,0.1136
SKU-00887,Calça Jeans Sport Vermelho,Moda,Calça Jeans,FORN-037,14,59.99,117.7,189,19,170,94,2025-08-22,Em Estoque,448,0.2589
SKU-00888,Colar Delicado Bege,Acessórios,Colar,FORN-042,58,162.41,297.59,377,108,269,18,2025-07-21,Descontinuado,448,0.0998
SKU-00889,Vestido Urban Preto,Moda,Vestido,FORN-031,7,170.77,276.43,492,88,404,58,2025-10-13,Em Estoque,448,0.1082
SKU-00890,Perfume Sustentável Branco,Beleza,Perfume,FORN-096,9,269.07,652.01,172,21,151,57,2024-06-26,Em Estoque,647,0.332
SKU-00891,Caderno Delicado Prata,Lifestyle,Caderno,FORN-034,47,317.14,723.85,13,1,12,34,2023-08-27,Estoque Crítico,448,0.0565
SKU-00892,Creme Hidratante Clássico Verde,Beleza,Creme Hidratante,FORN-040,12,185.74,589.71,42,8,34,56,2024-09-07,Estoque Crítico,325,0.4202
SKU-00893,Camiseta Moderno Verde,Moda,Camiseta,FORN-068,14,316.38,791.14,543,136,407,102,2025-04-23,Em Estoque,448,0.2659
SKU-00894,Base Líquida Urban Bege,Beleza,Base Líquida,FORN-082,52,340.43,953.81,77,17,60,118,2023-05-02,Estoque Crítico,590,0.149
SKU-00895,Mochila Sustentável Dourado,Acessórios,Mochila,FORN-042,49,294.19,611.91,38,4,34,89,2023-12-20,Estoque Crítico,448,0.2974
SKU-00896,Moletom Clássico Bege,Moda,Moletom,FORN-062,7,310.55,897.86,248,20,228,117,2024-10-07,Em Estoque,448,0.1759
SKU-00897,Shorts Clássico Vermelho,Moda,Shorts,FORN-016,49,98.22,179.53,282,1,281,40,2025-05-17,Em Estoque,448,0.3146
SKU-00898,Esfoliante Sustentável Rosa,Beleza,Esfoliante,FORN-016,59,78.4,235.86,386,92,294,97,2024-01-13,Em Estoque,657,0.2135
SKU-00899,Legging Sport Dourado,Moda,Legging,FORN-098,54,105.36,185.95,749,153,596,102,2023-11-16,Em Estoque,448,0.4817
SKU-00900,Esfoliante Básico Rosa,Beleza,Esfoliante,FORN-093,9,363.8,954.77,168,26,142,74,2024-02-01,Em Estoque,677,0.1221
SKU-00901,Kit Skincare Edição Limitada Rosa,Beleza,Kit Skincare,FORN-014,12,233.05,685.13,192,38,154,142,2025-07-02,Em Estoque,280,0.2882
SKU-00902,Jaqueta Oversize Nude,Moda,Jaqueta,FORN-087,14,180.3,402.07,1062,225,837,127,2025-09-02,Em Estoque,448,0.4068
SKU-00903,Condicionador Edição Limitada Preto,Beleza,Condicionador,FORN-028,14,88.68,231.35,168,6,162,84,2024-01-24,Em Estoque,439,0.1799
SKU-00904,Caderno Moderno Rosa,Lifestyle,Caderno,FORN-058,46,143.31,389.6,325,33,292,51,2023-09-25,Em Estoque,448,0.3245
SKU-00905,Caderno Delicado Bege,Lifestyle,Caderno,FORN-064,6,146.83,379.74,378,103,275,68,2024-05-04,Em Estoque,448,0.0461
SKU-00906,Kit Skincare Sustentável Bege,Beleza,Kit Skincare,FORN-097,11,96.82,287.51,248,44,204,96,2024-06-25,Em Estoque,352,0.1621
SKU-00907,Camisa Social Slim Prata,Moda,Camisa Social,FORN-090,15,232.98,654.87,1033,38,995,60,2023-02-23,Em Estoque,448,0.4386
SKU-00908,Creme Hidratante Clássico Verde,Beleza,Creme Hidratante,FORN-069,10,170.77,524.95,53,9,44,31,2024-04-15,Em Estoque,431,0.2744
SKU-00909,Almofada Premium Dourado,Lifestyle,Almofada,FORN-029,52,113.23,222.08,331,27,304,47,2023-05-08,Em Estoque,448,0.4289
SKU-00910,Blush Edição Limitada Prata,Beleza,Blush,FORN-071,14,93.05,176.58,265,74,191,112,2025-10-13,Em Estoque,552,0.4019
SKU-00911,Blusa de Tricô Oversize Azul,Moda,Blusa de Tricô,FORN-041,13,155.69,487.77,137,15,122,147,2025-03-04,Estoque Crítico,448,0.4905
SKU-00912,Planta Artificial Sport Dourado,Lifestyle,Planta Artificial,FORN-069,10,59.83,174.83,116,22,94,67,2024-05-19,Em Estoque,448,0.2307
SKU-00913,Kit Skincare Edição Limitada Branco,Beleza,Kit Skincare,FORN-022,45,232.78,580.64,29,5,24,132,2025-03-03,Estoque Crítico,246,0.4774
SKU-00914,Shorts Sport Preto,Moda,Shorts,FORN-092,60,183.72,518.64,136,13,123,125,2024-09-23,Estoque Crítico,448,0.3377
SKU-00915,Camisa Social Delicado Prata,Moda,Camisa Social,FORN-053,7,311.19,985.94,600,1,599,23,2025-06-19,Em Estoque,448,0.4887
SKU-00916,Perfume Edição Limitada Bege,Beleza,Perfume,FORN-094,51,114.54,293.5,388,22,366,56,2023-11-16,Em Estoque,276,0.4731
SKU-00917,Esfoliante Edição Limitada Vermelho,Beleza,Esfoliante,FORN-049,12,72.63,156.1,49,4,45,100,2023-12-14,Estoque Crítico,438,0.2503
SKU-00918,Moletom Moderno Azul,Moda,Moletom,FORN-045,15,260.54,558.48,663,5,658,25,2025-01-22,Em Estoque,448,0.0851
